City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
73,upernavik,92,GL,1528905350,100,72.79,-56.15,29.29,3.74
74,uige,0,AO,1528905350,29,-7.61,15.06,86.8,3.18
75,bredasdorp,0,ZA,1528902000,23,-34.53,20.04,82.4,5.82
76,bodden town,40,KY,1528902000,78,19.28,-81.25,80.6,16.11
77,guerrero negro,44,MX,1528905350,88,27.97,-114.04,63.85,3.74
78,bilma,0,NE,1528905351,12,18.69,12.92,110.47,4.63
79,carnarvon,0,ZA,1528905351,30,-30.97,22.13,60.43,14.25
80,ponta do sol,12,BR,1528905352,72,-20.63,-46.0,78.25,3.96
81,vila franca do campo,75,PT,1528903800,88,37.72,-25.43,71.6,12.75
82,puerto del rosario,20,ES,1528903800,60,28.5,-13.86,73.4,17.22
83,sitka,20,US,1528905353,92,37.17,-99.65,74.02,5.97
84,camacha,75,PT,1528903800,72,33.08,-16.33,68.0,16.11
85,saint-philippe,1,CA,1528902900,54,45.36,-73.48,78.8,11.41
86,port blair,92,IN,1528905357,97,11.67,92.75,84.37,25.1
87,albany,90,US,1528903860,68,42.65,-73.75,69.8,3.36
88,barrow,88,AR,1528905182,72,-38.31,-60.23,50.26,8.21
89,qorveh,92,IR,1528905357,22,35.17,47.8,76.72,3.18
90,san jeronimo,90,PE,1528902000,81,-13.65,-73.37,46.4,2.39
91,mataura,24,NZ,1528905299,79,-46.19,168.86,25.69,3.18
92,buala,64,SB,1528905359,100,-8.15,159.59,78.7,4.18
93,eyl,20,SO,1528905359,57,7.98,49.82,86.62,22.41
94,abu dhabi,0,AE,1528902000,29,24.47,54.37,98.6,16.11
95,tahe,92,CN,1528905359,98,52.34,124.71,51.43,2.17
96,chuy,80,UY,1528905099,93,-33.69,-53.46,52.87,28.9
97,dzerzhinskoye,8,RU,1528905360,69,56.84,95.22,65.11,3.85
98,vanavara,0,RU,1528905360,50,60.35,102.28,64.21,5.64
99,muros,40,ES,1528903800,72,42.77,-9.06,66.2,10.29
100,auchel,0,FR,1528903800,49,50.51,2.47,68.0,3.36
101,bubaque,40,GW,1528902000,55,11.28,-15.83,91.4,11.41
102,khatanga,8,RU,1528905361,65,71.98,102.47,60.97,4.63
103,los banos,1,US,1528904100,67,37.06,-120.85,75.2,4.74
104,labuhan,12,ID,1528905361,95,-2.54,115.51,72.94,1.83
105,saint-paul,75,FR,1528903800,56,45.22,1.9,68.0,14.99
106,petatlan,90,MX,1528901220,74,17.52,-101.27,84.2,1.83
107,baykit,36,RU,1528905366,68,61.68,96.39,63.94,4.29
108,dalby,75,AU,1528902000,93,-27.18,151.26,53.6,2.24
109,yellowknife,90,CA,1528902540,93,62.45,-114.38,46.4,8.05
110,hilo,75,US,1528901580,88,19.71,-155.08,66.2,5.82
111,turukhansk,36,RU,1528905297,76,65.8,87.96,66.37,6.42
112,dingle,68,PH,1528905368,82,11.0,122.67,79.96,8.21
113,dillon,1,US,1528901580,44,45.22,-112.64,57.2,5.82
114,labytnangi,64,RU,1528905370,75,66.66,66.39,47.11,17.49
115,gigmoto,36,PH,1528905370,98,13.78,124.39,83.56,17.6
116,nouakchott,68,MR,1528905371,76,18.08,-15.98,76.72,1.39
117,rumoi,92,JP,1528905371,100,43.93,141.67,44.41,8.1
118,dikson,32,RU,1528905373,100,73.51,80.55,31.09,13.13
119,chinsali,0,ZM,1528905377,36,-10.55,32.07,73.39,9.22
120,georgetown,75,GY,1528902000,78,6.8,-58.16,82.4,9.17
121,tooele,1,US,1528902900,35,40.53,-112.3,73.4,9.17
122,nikolskoye,40,RU,1528902000,41,59.7,30.79,60.8,4.47
123,bodo,80,CI,1528905379,66,5.91,-4.68,87.7,8.21
124,minador do negrao,32,BR,1528905379,80,-9.31,-36.86,76.81,13.24
125,sambava,88,MG,1528905379,100,-14.27,50.17,77.35,19.73
126,yerbogachen,0,RU,1528905380,44,61.28,108.01,64.93,7.43
127,kahului,1,US,1528901760,93,20.89,-156.47,66.2,3.36
128,clyde river,75,CA,1528902660,100,70.47,-68.59,35.6,21.92
129,ancud,20,CL,1528905381,90,-41.87,-73.83,39.1,2.73
130,beringovskiy,0,RU,1528905381,88,63.05,179.32,39.37,3.4
131,majene,32,ID,1528905382,100,-3.54,118.97,81.85,11.01
132,ahar,36,IR,1528905382,62,38.48,47.07,62.77,3.74
133,ilhabela,80,BR,1528905382,98,-23.78,-45.36,72.85,2.28
134,listvyagi,0,RU,1528905382,78,53.68,86.95,65.11,2.06
135,skjervoy,40,NO,1528903200,65,70.03,20.97,44.6,10.29
136,cape town,0,ZA,1528902000,35,-33.93,18.42,73.4,9.17
137,iqaluit,90,CA,1528902000,96,63.75,-68.52,35.6,20.8
138,fort-shevchenko,0,KZ,1528905387,59,44.51,50.26,74.2,3.62
139,severo-kurilsk,92,RU,1528905387,100,50.68,156.12,38.02,16.26
140,arraial do cabo,0,BR,1528905600,65,-22.97,-42.02,80.6,4.7
141,torbay,90,CA,1528903560,93,47.66,-52.73,50.0,19.46
142,ahipara,88,NZ,1528905388,91,-35.17,173.16,56.65,9.66
143,bandarbeyla,0,SO,1528905389,79,9.49,50.81,79.15,32.93
144,vuktyl,92,RU,1528905389,96,63.86,57.31,52.6,7.43
145,caravelas,0,BR,1528905390,98,-17.73,-39.27,77.62,10.45
146,waipawa,92,NZ,1528905390,94,-39.94,176.59,50.89,9.44
147,khomutovo,0,RU,1528905390,65,52.85,37.45,72.31,5.97
148,acajutla,40,SV,1528901400,79,13.59,-89.83,84.2,1.12
149,buritis,0,BR,1528905391,53,-15.62,-46.42,83.74,6.87
150,meulaboh,48,ID,1528905392,100,4.14,96.13,82.03,3.4
151,vaini,100,IN,1528905392,98,15.34,74.49,70.42,4.29
152,teya,75,MX,1528901400,66,21.05,-89.07,86.0,13.87
153,bambous virieux,75,MU,1528902000,69,-20.34,57.76,75.2,14.99
154,zaragoza,20,ES,1528903800,49,41.65,-0.88,77.0,28.86
155,thompson,75,CA,1528902600,76,55.74,-97.86,57.2,3.36
156,kodiak,1,US,1528901580,50,39.95,-94.76,75.2,13.87
157,nsanje,92,MZ,1528905397,84,-16.92,35.26,70.33,4.18
158,the pas,1,CA,1528902000,63,53.82,-101.24,60.8,10.29
159,masalli,12,KR,1528902000,77,34.8,126.66,68.0,9.17
160,talnakh,20,RU,1528905398,100,69.49,88.39,42.79,3.18
161,ilulissat,90,GL,1528901400,97,69.22,-51.1,32.0,4.7
162,vallenar,0,CL,1528905399,56,-28.58,-70.76,54.4,1.28
163,cap-aux-meules,40,CA,1528902000,62,47.38,-61.86,51.8,20.8
164,san quintin,90,PH,1528902000,100,17.54,120.52,77.0,13.87
165,victoria,75,BN,1528902000,94,5.28,115.24,80.6,1.12
166,okhotsk,12,RU,1528905400,100,59.36,143.24,38.02,2.17
167,bonavista,92,CA,1528905401,82,48.65,-53.11,46.57,22.97
168,manokwari,80,ID,1528905401,100,-0.87,134.08,78.07,8.1
169,lebu,92,ET,1528905404,100,8.96,38.73,55.3,0.72
170,qostanay,75,KZ,1528902000,54,53.17,63.58,59.0,6.71
171,victor harbor,75,AU,1528902000,82,-35.55,138.62,55.4,17.22
172,kamenka,12,RU,1528905405,98,53.19,44.05,61.6,9.44
173,cherskiy,8,RU,1528905405,48,68.75,161.3,55.21,3.18
174,kimbe,92,PG,1528905405,100,-5.56,150.15,78.43,6.64
175,guba,75,PH,1528902000,74,10.43,123.89,84.2,8.05
176,inuvik,40,CA,1528902000,53,68.36,-133.71,51.8,3.36
177,jiazi,20,CN,1528902000,78,19.61,110.49,82.4,4.47
178,namatanai,76,PG,1528905407,100,-3.66,152.44,78.07,11.68
179,port elizabeth,90,US,1528903500,83,39.31,-74.98,75.2,9.17
180,chilca,75,PE,1528903800,47,-13.22,-72.34,55.4,3.36
181,tual,68,ID,1528905408,100,-5.67,132.75,79.78,12.12
182,puerto colombia,40,CO,1528902000,74,10.99,-74.96,87.8,6.93
183,muzhi,0,RU,1528905409,63,65.4,64.7,55.57,10.67
184,tabuk,92,PH,1528905413,86,17.41,121.44,72.4,1.83
185,palauig,92,PH,1528905413,100,15.44,119.9,74.11,10.67
186,komsomolskiy,0,RU,1528905413,84,67.55,63.78,37.39,9.22
187,atuona,44,PF,1528905298,100,-9.8,-139.03,79.6,12.91
188,sinnamary,92,GF,1528905414,100,5.38,-52.96,75.19,3.4
189,kavieng,92,PG,1528905414,100,-2.57,150.8,78.97,5.41
190,moron,0,VE,1528905415,70,10.49,-68.2,81.67,3.06
191,fortuna,20,ES,1528903800,64,38.18,-1.13,86.0,12.75
192,pangnirtung,90,CA,1528902000,93,66.15,-65.72,35.6,4.7
193,paamiut,68,GL,1528905416,100,61.99,-49.67,35.32,12.46
194,juegang,36,CN,1528905417,76,32.31,121.18,75.28,16.6
195,kiama,0,AU,1528905418,86,-34.67,150.86,50.44,6.87
196,yamada,20,JP,1528902000,72,36.58,137.08,60.8,14.99
197,russell,0,AR,1528902000,48,-33.01,-68.8,42.8,3.36
198,port hawkesbury,1,CA,1528902000,63,45.62,-61.36,64.4,16.11
199,naze,75,NG,1528902000,62,5.43,7.07,89.6,9.17
200,namibe,0,AO,1528905419,89,-15.19,12.15,74.02,17.49
201,lodja,0,CD,1528905419,20,-3.52,23.6,94.36,4.97
202,basco,1,US,1528904100,44,40.33,-91.2,77.0,13.87
203,suleja,20,NG,1528905420,74,9.18,7.18,87.34,2.95
204,tazovskiy,12,RU,1528905420,60,67.47,78.7,67.72,14.81
205,waterloo,75,CA,1528902000,78,43.47,-80.52,75.2,12.75
206,kruisfontein,0,ZA,1528905421,47,-34.0,24.73,75.82,8.43
207,hithadhoo,12,MV,1528905421,100,-0.6,73.08,83.65,6.42
208,aqtobe,0,KZ,1528902000,24,50.28,57.21,71.6,6.71
209,trinidad,75,UY,1528902000,76,-33.52,-56.9,50.0,17.22
210,jasper,12,US,1528904100,83,33.83,-87.28,78.8,5.19
211,tempio pausania,40,IT,1528903800,77,40.9,9.1,69.8,11.41
212,kununurra,75,AU,1528902000,73,-15.77,128.74,73.4,5.82
213,zhob,0,PK,1528905423,10,31.34,69.45,80.95,5.64
214,los llanos de aridane,20,ES,1528903800,60,28.66,-17.92,73.4,12.75
215,nohar,0,IN,1528905423,22,29.18,74.77,98.5,9.55
216,sainte-suzanne,76,CH,1528903800,48,47.51,6.77,66.2,10.29
217,crotone,0,IT,1528901400,42,39.09,17.12,82.4,23.04
218,gambela,92,ET,1528905424,94,8.25,34.59,68.62,2.95
219,kavaratti,80,IN,1528905424,100,10.57,72.64,81.67,22.64
220,ust-ilimsk,12,RU,1528905425,87,57.96,102.73,60.61,1.95
221,leo,0,BF,1528905429,66,11.1,-2.1,94.72,4.63
222,totolapan,75,MX,1528902840,77,18.99,-98.92,59.0,5.82
223,funtua,44,NG,1528905429,50,11.52,7.31,90.67,2.17
224,salalah,75,OM,1528901400,89,17.01,54.1,84.2,10.29
225,burnie,92,AU,1528905430,100,-41.05,145.91,51.88,21.07
226,boulder city,1,US,1528902900,11,35.98,-114.83,89.6,3.51
227,massakory,0,TD,1528905431,46,13.0,15.73,100.21,6.98
228,arlit,0,NE,1528905432,14,18.74,7.39,110.92,4.74
229,zhigansk,0,RU,1528905432,56,66.77,123.37,56.83,4.97
230,florianopolis,40,BR,1528902000,64,-27.6,-48.55,69.8,3.36
231,lavrentiya,0,RU,1528905432,76,65.58,-170.99,35.95,8.43
232,bluefield,90,US,1528902900,78,37.27,-81.22,78.8,11.41
233,te anau,8,NZ,1528905433,80,-45.41,167.72,27.22,2.84
234,marawi,44,PH,1528905433,99,8.0,124.29,66.73,2.28
235,amapa,75,HN,1528905600,83,15.09,-87.97,84.2,4.7
236,palmer,75,AU,1528902000,82,-34.85,139.16,55.4,17.22
237,cidreira,0,BR,1528905434,81,-30.17,-50.22,51.97,26.33
238,saint-pierre,90,FR,1528903800,67,48.95,4.24,66.2,12.75
239,aykhal,32,RU,1528905439,57,65.95,111.51,62.23,4.74
240,ondangwa,0,NA,1528902000,13,-17.91,15.98,84.2,2.24
241,pitimbu,40,BR,1528902000,54,-7.47,-34.81,84.2,17.22
242,grandview,1,US,1528905300,65,38.89,-94.53,80.6,10.29
243,williston,1,US,1528902900,36,48.15,-103.62,71.6,8.05
244,maniitsoq,68,GL,1528905442,97,65.42,-52.9,36.31,5.53
245,krasnyy yar,92,RU,1528905443,86,50.7,44.73,64.03,8.21
246,nouadhibou,20,MR,1528902000,47,20.93,-17.03,80.6,14.99
247,buritama,68,BR,1528905444,95,-21.07,-50.14,75.1,6.31
248,longyearbyen,90,NO,1528901400,86,78.22,15.63,33.8,18.34
249,lasa,20,CY,1528903800,74,34.92,32.53,80.6,6.93
250,college,1,US,1528901880,75,64.86,-147.8,42.8,3.36
251,ust-tsilma,12,RU,1528905445,84,65.44,52.15,54.4,3.62
252,saint-augustin,64,FR,1528903800,82,44.83,-0.61,69.8,12.75
253,berlevag,75,NO,1528901400,70,70.86,29.09,42.8,13.87
254,havoysund,75,NO,1528903200,87,71.0,24.66,42.8,13.87
255,kamina,0,CD,1528905450,23,-8.74,25.0,85.0,7.99
256,yaan,48,NG,1528905450,100,7.38,8.57,85.9,7.09
257,makakilo city,1,US,1528901820,83,21.35,-158.09,77.0,4.7
258,along,100,IN,1528905450,98,28.17,94.8,68.89,1.5
259,vanimo,88,PG,1528905451,100,-2.67,141.3,83.65,4.29
260,hovd,75,NO,1528903200,48,63.83,10.7,62.6,4.7
261,la maddalena,40,IT,1528903200,57,39.15,9.02,75.2,17.22
262,grand gaube,75,MU,1528902000,69,-20.01,57.66,75.2,14.99
263,novoagansk,20,RU,1528905453,37,61.94,76.66,67.81,8.43
264,kearney,90,US,1528902900,64,40.7,-99.08,71.6,14.99
265,geraldton,75,CA,1528902000,63,49.72,-86.95,62.6,8.05
266,castro,0,CL,1528905454,99,-42.48,-73.76,39.73,2.73
267,luganville,92,VU,1528905455,100,-15.51,167.18,75.19,4.85
268,mahebourg,75,MU,1528902000,69,-20.41,57.7,75.2,14.99
269,vostok,44,RU,1528905455,83,46.45,135.83,45.04,1.95
270,esperance,75,TT,1528902000,88,10.24,-61.45,80.6,12.75
271,fare,0,PF,1528905456,100,-16.7,-151.02,79.42,13.91
272,toora-khem,92,RU,1528905456,83,52.47,96.11,57.82,2.84
273,santa rita,36,VE,1528905458,64,10.21,-67.56,83.65,2.73
274,west bay,40,GB,1528903200,77,50.71,-2.76,68.0,12.75
275,gamba,92,CN,1528905459,91,28.28,88.52,32.35,2.28
276,rudnya,92,RU,1528905459,88,50.8,44.56,63.31,7.65
277,norman wells,90,CA,1528902000,65,65.28,-126.83,44.6,5.82
278,salinas,1,US,1528904100,67,36.67,-121.66,60.8,3.62
279,ugoofaaru,80,MV,1528905461,100,5.67,73.0,82.93,8.77
280,kiunga,88,PG,1528905464,94,-6.12,141.3,74.29,2.06
281,koumac,76,NC,1528905465,96,-20.56,164.28,67.9,4.07
282,adre,20,TD,1528905465,16,13.47,22.2,103.27,8.66
283,ahtopol,0,BG,1528903800,57,42.1,27.94,77.0,13.87
284,slantsy,0,RU,1528905466,55,59.12,28.09,62.5,4.18
285,mallaig,92,GB,1528905466,99,57.01,-5.83,53.95,24.09
286,auch,40,FR,1528903800,56,43.65,0.59,73.4,10.29
287,pathein,92,MM,1528905467,96,16.78,94.73,76.9,14.81
288,maceio,75,BR,1528905600,88,-9.67,-35.74,75.2,6.93
289,oloron-sainte-marie,88,FR,1528903800,93,43.19,-0.61,68.0,11.41
290,isangel,68,VU,1528905468,100,-19.55,169.27,74.2,14.36
291,manglaur,0,IN,1528905468,64,29.79,77.88,82.57,2.39
292,wenling,92,CN,1528905468,95,28.38,121.38,74.56,3.96
293,pak phanang,48,TH,1528905469,93,8.35,100.2,85.99,10.22
294,aksay,0,RU,1528905469,21,47.27,39.86,87.43,3.74
295,baghdad,0,IQ,1528902000,14,33.3,44.38,104.0,4.7
296,fort nelson,90,CA,1528902000,86,58.81,-122.69,41.0,9.17
297,fuerte olimpo,92,BR,1528905470,75,-21.04,-57.87,60.97,12.8
298,bandarban,90,BD,1528902000,94,22.2,92.22,80.6,13.87
299,mao,40,DO,1528902000,62,19.55,-71.08,89.6,12.75
300,christchurch,100,NZ,1528903800,93,-43.53,172.64,48.2,8.05
301,goderich,32,CA,1528905435,88,43.74,-81.71,68.17,11.45
302,kizema,56,RU,1528905476,66,61.11,44.83,53.86,18.39
303,quatre cocos,75,MU,1528902000,69,-20.21,57.76,75.2,14.99
304,kalur kot,44,PK,1528905476,41,32.16,71.27,91.03,1.95
305,singaraja,64,ID,1528905476,100,-8.11,115.08,66.73,1.95
306,coquimbo,0,CL,1528902000,62,-29.95,-71.34,53.6,8.05
307,urengoy,12,RU,1528905477,59,65.96,78.37,69.25,12.24
308,yaypan,24,UZ,1528905477,43,40.38,70.82,76.54,3.62
309,seoul,75,KR,1528902000,68,37.57,126.98,71.6,3.36
310,acopiara,0,BR,1528905477,51,-6.09,-39.45,83.2,11.23
311,warrnambool,76,AU,1528905363,100,-38.38,142.48,51.43,17.72
312,phan thiet,36,VN,1528905478,100,10.93,108.1,78.61,10.0
313,ilebo,12,CD,1528905478,22,-4.33,20.59,94.72,5.19
314,kijang,40,KR,1528902000,72,35.24,129.21,68.0,13.87
315,krasnogorsk,75,RU,1528902000,59,55.82,37.34,69.8,13.42
316,husavik,44,CA,1528905479,72,50.56,-96.99,67.27,7.31
317,araouane,0,ML,1528905479,15,18.9,-3.53,111.46,5.75
318,tilichiki,0,RU,1528905480,88,60.47,166.1,37.93,2.62
319,bosobolo,20,CD,1528905481,70,4.19,19.88,84.19,6.42
320,villarrobledo,0,ES,1528905482,28,39.27,-2.6,76.99,12.01
321,ribeira grande,40,PT,1528903800,83,38.52,-28.7,75.2,11.41
322,shakawe,0,BW,1528905485,23,-18.36,21.84,73.93,5.19
323,nemuro,80,JP,1528905486,100,43.32,145.57,48.64,17.83
324,miramar,0,CR,1528902000,61,10.09,-84.73,80.6,3.36
325,kerman,20,IR,1528902000,5,30.29,57.06,91.4,13.87
326,davidson,40,US,1528905600,65,35.5,-80.85,78.8,4.7
327,oksfjord,40,NO,1528903200,65,70.24,22.35,46.4,10.29
328,wattegama,92,LK,1528905487,97,7.35,80.68,71.41,5.75
329,inyonga,0,TZ,1528905487,32,-6.72,32.06,79.42,3.18
330,saint george,40,GR,1528903200,54,39.45,22.34,80.6,8.05
331,jabinyanah,0,TN,1528902000,47,35.03,10.91,80.6,13.87
332,siddipet,56,IN,1528905488,58,18.1,78.85,84.1,11.68
333,praia da vitoria,40,PT,1528902000,78,38.73,-27.07,75.2,10.22
334,duluth,1,US,1528904100,46,46.77,-92.13,73.4,8.05
335,oistins,20,BB,1528902000,66,13.07,-59.53,86.0,25.28
336,san onofre,0,CO,1528905495,93,9.74,-75.52,86.44,5.3
337,avera,90,US,1528904100,83,33.19,-82.53,78.8,3.74
338,alizai,0,PK,1528905496,30,33.94,71.55,89.77,3.29
339,bela,36,PK,1528905496,29,26.23,66.31,93.37,10.33
340,kalas,0,PK,1528903800,25,33.49,72.96,98.6,4.97
341,gisborne,12,NZ,1528905498,86,-38.66,178.02,52.6,10.67
342,yuryevets,24,RU,1528905498,69,57.32,43.11,60.7,15.03
343,bundaberg,88,AU,1528905498,100,-24.87,152.35,64.66,12.01
344,griffith,80,AU,1528905499,90,-34.29,146.06,50.62,8.88
345,raudeberg,75,NO,1528903200,71,61.99,5.14,60.8,11.41
346,rio gallegos,20,AR,1528902000,86,-51.62,-69.22,33.8,5.82
347,antalaha,88,MG,1528905500,85,-14.9,50.28,75.01,14.14
348,houma,0,CN,1528905500,58,35.63,111.36,62.32,2.51
349,verkhoyansk,0,RU,1528905500,63,67.55,133.39,56.29,2.62
350,donskoye,0,RU,1528902000,30,45.45,41.98,80.6,6.71
351,mogadishu,64,SO,1528905402,100,2.04,45.34,78.25,22.08
352,lewistown,1,US,1528904100,53,40.39,-90.15,78.8,12.75
353,leningradskiy,0,RU,1528905501,88,69.38,178.42,33.79,21.74
354,airai,76,TL,1528905503,93,-8.93,125.41,68.98,1.72
355,nantucket,90,US,1528904100,77,41.28,-70.1,69.8,17.22
356,mount gambier,92,AU,1528905506,81,-37.83,140.78,49.72,6.87
357,katobu,24,ID,1528905506,100,-4.94,122.53,77.98,2.62
358,baiyin,0,CN,1528902000,31,36.55,104.13,60.8,4.47
359,jumla,88,NP,1528905507,95,29.28,82.18,37.75,2.51
360,voh,8,NC,1528905507,100,-20.95,164.69,71.59,14.81
361,kamaishi,0,JP,1528905507,78,39.28,141.86,53.95,12.8
362,jurm,56,AF,1528905508,100,36.86,70.83,40.09,1.61
363,la ronge,75,CA,1528902000,76,55.1,-105.3,53.6,8.05
364,paragominas,20,BR,1528905508,56,-3.0,-47.35,91.93,5.41
365,fairbanks,1,US,1528901880,75,64.84,-147.72,42.8,3.36
366,poum,40,MK,1528903800,47,41.28,20.71,78.8,8.05
367,boyle,75,IE,1528902000,100,53.97,-8.3,55.4,18.34
368,klaksvik,92,FO,1528903200,93,62.23,-6.59,48.2,19.46
369,aleksandro-nevskiy,0,RU,1528905510,49,53.48,40.21,74.2,9.78
370,graham,75,US,1528905240,78,36.07,-79.4,75.2,9.17
371,paraiso,75,MX,1528901040,68,24.01,-104.61,66.2,3.36
372,nishihara,75,JP,1528902000,68,35.74,139.53,69.8,3.36
373,charyshskoye,8,RU,1528905511,37,51.4,83.56,69.7,3.4
374,struer,8,DK,1528903200,63,56.48,8.6,60.8,17.22
375,hualmay,12,PE,1528905511,77,-11.1,-77.61,65.02,3.62
376,ystad,75,SE,1528903200,60,55.43,13.82,68.0,13.87
377,buin,0,CL,1528905600,65,-33.73,-70.74,46.4,3.36
378,gamboma,0,CG,1528905516,64,-1.87,15.88,87.34,6.53
379,bristol,75,GB,1528903200,77,51.45,-2.6,68.0,10.29
380,imbituba,40,BR,1528902000,64,-28.24,-48.67,69.8,3.36
381,comrie,40,GB,1528903200,72,56.09,-3.58,60.8,14.99
382,esil,0,KZ,1528905517,50,51.96,66.41,60.25,7.65
383,lompoc,1,US,1528904100,63,34.64,-120.46,62.6,2.51
384,coihaique,80,CL,1528902000,85,-45.58,-72.07,33.8,2.24
385,hamilton,40,BM,1528901700,73,32.3,-64.78,77.0,10.29
386,hasaki,75,JP,1528902000,93,35.73,140.83,64.4,3.36
387,kajaani,0,FI,1528903200,52,64.22,27.73,53.6,4.7
